title,sentiment,prediction
China’s ‘State Capitalism’ Is Not Capitalism,neutral,0
How Reliable Is Modern Monetary Theory as a Guide to Policy?,neutral,0
European parliament approves tougher rules on offshore wealth. The vote is a boost for reformers and reflects desire to rein in super-rich after Pandora paper revelations,positive,0
"Half of the businesses fail during the first five years. Lack of finance strategy might be among the reasons. According to Statista, 21% of small and medium businesses in the U.S have 25 to 100 thousand dollars debt.",negative,2
United Airlines briefly stops all of its U.S. and Canadian flights.,negative,0
Why Airbus isn't pouncing on Boeing's 737 MAX turmoil,neutral,2
Manufacturers Want to Quit China for Vietnam. They’re Finding It Impossible. - WSJ,neutral,1
Factory Farming Chickens: “We Can Stop This”,neutral,2
"Economists lower outlook, see rising risk of recession because of Trump’s trade war",negative,2
Why Aren't More Women Working? They're Caring for Parents,neutral,1
Should Elon Musk try to solve the problem of world hunger with $6 billion? 5 questions answered,neutral,2
"What sets us apart from the Taliban? - It's John Rawls' ""reasonable citizen""",neutral,1
Deconstructing Housing Opponents. A recent book explores the local dynamics of America’s housing crisis.,neutral,1
Beyond Debt: Islamic Experiments in Global Finance – LSE Book Review,neutral,0
Biden hails ‘monumental step forward’ as Democrats pass infrastructure bill,positive,0
Stock Market Forecast: AI Algorithm Shows Accuracy Up To 95% On Predicting Facebook Price Movements,neutral,0
Telegram Officially Releases TON Testnet Blockchain Lite Client,neutral,1
"Trade war could cause global recession, Beijing official warns, as US investment growth in China sinks",negative,1
"Close any Sberbank (Largest state owned financial institution in Russia, Central and Eastern Europe) correspondent or payable-through accounts and reject any future transactions involving Sberbank or its foreign financial institution subsidiaries within 30 days. (Interfax)",neutral,0
Second largest US mortgage lender accepting Bitcoin: 'We’re just giving options',neutral,1
"Damodaran - Insights on VC Pricing: Lessons from Uber, WeWorks and Peloton",neutral,1
Trump is running the U.S. economy like he ran his businesses,neutral,0
Huawei is trying to sell all its 5G patents to a Western buyer in a bid to placate Trump and dodge national security concerns,neutral,0
Facebook Changes Company Name to Meta in Focus on Metaverse,neutral,1
"Meet Rivian and Lucid, the auto hot startups targeting Tesla",neutral,0
A Short Seller Bets It All on a Spectacular Market Crash,neutral,0
"The break-even point for unemployment benefits in PA is $60,000",neutral,0
Jamie Dimon's warning for the U.S. economy — nobody knows what comes next,neutral,0
FT: The impact of throwing Russia of SWIFT,neutral,0
U.S. House passes two-day extension of government funding to avoid shutdown,neutral,1
"Arnold Schwarzenegger, Salma Hayek star as retired Greek gods in BMW iX EV Super Bowl ad",neutral,1
Farms don't have be outside anymore !!,neutral,0
"Could a Ski Hill, a Theme Park and 40 Water Slides Save the American Mall?",neutral,1
"If We're Going to Break Up Big Tech, We Shouldn’t Forget Big Telecom",neutral,2
What are economists general Consensus on universal basic income?,neutral,0
China Needs New Places to Sell Its Mountain of Stuff,neutral,0
Would like to hear a sound economics perspective on capping interest rates.,neutral,1
"Physics worth more to EU economy than retail and financial services, says study",neutral,0
Russia economist drinks to country's stock market collapse on live TV—''Rest in peace'',negative,0
Will Your Rent Keep Skyrocketing? Not If This Billionaire Is Right,neutral,0
Explainer: How ‘Common Prosperity’ is Changing China,neutral,0
Tax Myths of Warrenomics - Laurence Kotlifkoff,neutral,1
Central banks on social media: The reception of ECB communication among experts and non-experts on Twitter,neutral,1
How to Get Free Business Advertising Online - Local businesses and online businessess,neutral,1
"NPR: Debt collectors can now text you, email you and DM you on social media",neutral,1
"Jack Nicklaus, Justin Thomas team up to launch ultra luxury Florida golf community",neutral,0
“Capitalism’s over”: The man who made millions by betting the economy would never recover,neutral,2
In gold we trust; Dutch National Bank prepares for economic doomsday,neutral,1
America's Unusual Economic Recovery is Now Also its Longest,neutral,0
"Extreme weather and pandemic help drive global food prices to 46-year high | Current high food prices, combined with the ongoing pandemic, will make the global food supply highly vulnerable to extreme weather shocks in 2022.",negative,0
Elizabeth Holmes trial: Everything you need to know about the Theranos founder,neutral,1
The History Of The American Debt,neutral,0
"Why is real estate so cheap in the United States relative to other first-world nations? I once thought about immigrating away from America, but after researching housing prices and wages in places like: Most of Europe, Australia, New Zealand, and even Canada....... I quickly realized I never would.",neutral,0
"Factory activity shrinks across Asia, global recession fears mount",negative,0
TIL I learned what happened to the funds backing Tether.,neutral,0
Hillary Clinton: Crypto can ‘destabilize nations’ and ‘undermine’ U.S. dollar dominance,negative,0
China’s Attempt to Avoid the American Tech Monopoly Trap - American Affairs Journal,neutral,1
Its Been A Decade For The Anonymity Of The Man Behind Successful Bitcoin,neutral,1
The Federal Reserve has another option besides rate cuts to battle a slowdown,neutral,0
China is on a Big Gold-Buying Spree,neutral,1
Proposed Tax on Billionaires Raises Question: What’s Income?,neutral,1
Japan’s Economic Recovery,neutral,0
Opinion | America Shouldn’t Compete Against China With One Arm Tied Behind Its Back,neutral,0
Financial analyst Gary Shilling says the stock market could see a 1930s-like decline,negative,1
Alibaba Unveils First Chip as China Pushes for Independence,neutral,0
Coca-Cola buys full control of Bodyarmor for $5.6 billion in its largest-ever brand acquisition,neutral,1
Federal Reserve could start to limit stimulus as soon as this year,neutral,0
The Erroneous Foundations of Law and Economics: Conservative legal theory is based on a shoddy definition of what constitutes “efficiency”,neutral,0
FX Daily: Hard to put the tightening genie back in the bottle (ING),neutral,1
20% of elderly Americans are either employed or looking for work. Here's why.,neutral,1
Trump reportedly considering limits on pension investments in Chinese stocks,neutral,0
Jeff Bezos net worth 2020: Is the Amazon CEO really on course to become the world's first trillionaire?,neutral,1
Why Artificial Intelligence Isn’t Intelligent,neutral,1
Plant burgers bring home the bacon for Maple Leaf Foods,neutral,0
Amazon's one-day shipping plan sparks backlash from labor union,negative,0
"Study: Asia, incl China, to account for 63% of all global GDP growth in 2019",neutral,1
Canada’s richest families own as much wealth as 3 provinces combined,neutral,1
"In swipe at Trump, China tells U.N. tariffs could plunge world into recession",negative,0
Netflix and Video Games,neutral,2
Block on GM rice ‘has cost millions of lives and led to child blindness’: Eco groups and global treaty blamed for delay in supply of vitamin-A enriched Golden Rice,negative,0
"Steve Jobs’ biographer Walter Isaacson is writing a book about Elon Musk, says Elon Musk",neutral,0
Wall Street wonders how bad the economy has to get for Congress to act,negative,1
Stock markets have been a one-way bet for many years thanks to the 'Fed put' – but those days are over,neutral,1
Global stocks sell off as Evergrande crisis intensifies,negative,1
Alphabet's Waymo to stop selling lidar self-driving car sensors,neutral,0
"Indians left with less money to spend after demonetisation, per capita income growth at 5-year low: The growth rates of per capita GDP and of net disposable income have plummeted in the post-demonetisation years",negative,0
The Economics of Culture War Commentary,neutral,0
How 2 Guys Allegedly Manipulated the GameStop Options Market,neutral,1
Korea Imposes 20% Tax on Capital Gains From Crypto Transactions,neutral,0
"The future of work: In a hybrid world, office downsizings are coming",neutral,1
Evergrande bubble popped in time: no Lehman moment,neutral,0
Billionaire Ray Dalio : There is a growing risk of violence. Capital owners enjoy record high profits while the share of corporate revenue going to labor is at a record low. The level of inequality now reached is excessive and dangerous,negative,0
Russian space chief says Russia will no longer sell rocket engines to the US,neutral,0
"Buy a luxury building, then lower the rent: A housing fix for California's middle class? — some California government agencies are purchasing buildings and doing the opposite of most real estate buyers. They’re lowering the rent. The programs are geared toward middle-income workers.",neutral,2
Elon Musk Fortune Jumps $15 Billion on Tesla’s S&amp;P Inclusion,neutral,1
Boeing aims for 737 Max recertification flight by the end of June,neutral,1
Greenhaven Road Capital Q4 2020 Letter,neutral,1
Portfolio Concentration: How Much Is Optimal?,neutral,2
The Post-Coronavirus World May Be The End Of Globalization,neutral,1
"Retail Titans Resistant Against Supply Chain Crisis, Small Businesses Are Not",neutral,1
"The IMF Confirms That 'Trickle-Down' Economics Is, Indeed, a Joke",neutral,1
The world's most powerful central banker gives the Bank of England cover to raise rates,neutral,0
India-China trade on course to touch record $100 billion-mark an increase of 49.3 percent year-on-year.,positive,1
"'Tax the Rich' Mantra Is Rooted in Sociology, Not Economics",neutral,1
Opinion | Innovation Moves to Middle America,neutral,1
Mitt Romney says a billionaire tax will push the rich to buy paintings or ranches instead of stocks,neutral,0
"The case for land value tax replace other taxes - 100% tax on unimproved value of land, not including buildings and improvements to the site, just ""location, location, location"" value. Pay rent to government to exclude fellow citizens from land!",neutral,1
MicroStrategy's ($MSTR) Bitcoin Debt Bet,neutral,1
US retail sales fall by record 8.7% in March as Americans pulled back on spending amid viral outbreak,negative,1
July’s strong jobs report could prepare the Federal Reserve to dial back its bond-buying program,positive,1
"Fed Takes a Second Look at Its Good-News Story on American Jobs [seeking ""full"" employment vs. steady and healthy labor share of GDP]",neutral,0
Trump: 35 agents coming to Albuquerque for Operation Legend,neutral,2
Investing in Champions as Quarter Finals Start,neutral,0
How the food stamp increase boosts the economic recovery,positive,1
California Has the Jobs but Not Enough Homes,neutral,0
We Can Shut Down the Crimes Exposed by the Pandora Papers — If We Want,neutral,0
"Help Really Wanted: No Degree, Work Experience or Background Checks",neutral,1
"The Poor are Great Economists: an average Rwandan kiosk owner stores all his business costs, calculations, &amp; revenue projections in his head... we needed a spreadsheet.",neutral,2
Warehouse robots are playing a vital role in keeping supply chains from completely toppling,neutral,1
German exports beat expectations despite cooling global economy,positive,1
"The JCPenney’s is about to get a coffee lounge, a spa and Much more",neutral,1
"President Trump Tweets about Bitcoin, Libra, and USD.",neutral,1
Fed Needs Better Answers on Runaway Markets and Inequality,neutral,1
"Amazon to recruit 55,000 staff for expansion drive",positive,0
White House has reportedly discussed a Fed governor rotation to curb Powell's power (#TrumpRecession),neutral,1
Warren Buffett says next Wells Fargo CEO 'shouldn't come from JP Morgan or Goldman Sachs',neutral,1
"Facebook's dating feature launches in the US, sending Match shares down 4.5%",negative,1
More than 3 Million Americans Lost Their Jobs Last Week. See Your State.,negative,1
A Yelp study finds that 55% of business closures are closed for good,negative,1
Is College Still Worth It? The New Calculus of Falling Returns,neutral,0
Nissan plant in Spain may be sold to China's Great Wall Motor,neutral,1
"Walmart will be the first retailer to test Twitter’s new livestream shopping platform. The livestream will allow Walmart customers to shop from Twitter as well as a number of other platforms, including Walmart.com/live, and the retailer’s Facebook, Instagram, TikTok and YouTube accounts.",neutral,0
"Uber loses $1 billion in Q1 2019 as costs grow for drivers, food delivery",negative,0
Study: Urban sprawl creates food deserts,neutral,1
US wins big as China wipes out bitcoin industry,positive,1
This new age of economic warfare has huge implications,neutral,1
"Paul Tudor Jones says inflation could be worse than feared, biggest threat to markets and society",negative,1
The shocking reason the U.S. wants to stop Facebook’s Libra,neutral,0
Note to the Federal Reserve: Don’t Panic About Inflation,neutral,1
US-listed Chinese firms must reveal government meddling risk: SEC | Business and Economy News,neutral,1
China Signals Its Regulatory Crackdown Will Go On for Years,neutral,0
Biden Chooses Jerome Powell to Lead Federal Reserve for Another Term,neutral,0
The Feedback Loop of Housing and Income Inequality,neutral,1
"Durbin, Warren, Nadler, Katko Introduce Bill Making Bankruptcy Relief Available For Student Loan Borrowers",neutral,0
"Senators introduce bipartisan bill to rein in Apple, Google app stores",neutral,1
China-led Globalization Is Coming To An End,neutral,1
How Do Insurance Companies Make Money and How Do They Work,neutral,1
"Check if the yield curve is inverted, without the fluff",neutral,1
"Job growth screeches to a near halt in May, with private payrolls up just 27,000",negative,0
Help Workers by Breaking Down Barriers to Labor Mobility,neutral,1
JPMorgan Q2 Guide to Alternatives,neutral,1
"Blackouts are costing the Lebanese economy about $3.9 billion per year, or roughly 8.2 percent of the country's GDP",negative,0
"advice for a economics major? i wanna change my major to econ, just curious, what jobs have you gotten from graduating with a bachelors in econ? is it hard to get a job with a degree in econ? is economics very math heavy? or is it more of a social science",neutral,1
Metaverse might just solve climate change,neutral,1
Necessity is the Mother of Invention – “Why are Japanese Companies So Cheap?”,neutral,1
Why your credit card company wants to give you crypto,neutral,1
Model that predicted 2008 financial crisis suggests another recession is coming: expert,negative,1
The Electric Vehicle Supply Chain Has a Dirty Secret,neutral,0
"Paper: The U.S. expelled around 400,000 Mexicans in 1929-34. This led to reduced employment and wages for Americans (in particular, low-skilled workers) because the expulsions destroyed sectors reliant on low-skilled labor.",negative,0
"Executives are buying stock in droves, giving a ‘strong’ signal that the comeback is for real",positive,0
"$2.7 Trillion in Consumer Crisis Savings - This hurts short term growth, but will generally be a stabilizing factor, right?",negative,1
Deaton &amp; Case: Lifespan now more associated with college degree than race,neutral,1
The Rise of Intangibles,neutral,0
Delta variant's surge brings new uncertainty to the economic recovery,negative,1
"Inflation rises 5.3 percent in August over last year, easing slightly",positive,1
Be grateful the Fed is not the ECB,neutral,0
The coronavirus pandemic exposes America’s devastating inequalities,negative,1
GE Announces Split Into 3 Separate Companies,neutral,1
More Tariffs Won't End Pollution or Solve Global Warming. They'll Just Make Stuff More Expensive.,neutral,1
Bank Of England set to increase Quantative Easing further.,positive,0
Japan suspends 1.6 mln doses of Moderna shot after contamination reports,negative,2
Blizzard said it will return prize money to Hong Kong esports player,neutral,1
Some on WeWork’s Board Are Said to Be Discussing Replacing Its C.E.O.,neutral,0
"Price of Gold Fundamental Daily Forecast – Lower for the Year, Vulnerable to Steep $15 – $20 Break",negative,0
eBay: ‘Cryptocurrencies Aren’t Part of Our Payment Strategy’,neutral,0
Startups Need a New Option: Exit to Community,neutral,1
"Farmers Got Billions From Taxpayers In 2019, And Hardly Anyone Objected : The Salt : NPR",neutral,1
Evergrande says a $2.6 billion sale has collapsed as another payment deadline looms,negative,0
The economic data is even worse than Wall Street feared: ‘The economy is clearly in ruins here’,negative,1
‘Uninvestable’ UK Market Lost £300 Billion in Truss’s First Month,negative,1
Economic Growth == Human Flourishing?,neutral,1
Scion Asset Management 13F May '19,neutral,1
Business owners are growing more concerned about the importance of diversity and inclusion in the workplace and in the workplace itself.,neutral,0
100% Plant-based plastic Launches bottles from Coca Cola - Tetap Awasi,neutral,1
"US tourism declines for 4th straight year - 14 million fewer tourists, $59 billion &amp; 120,000 jobs lost",negative,0
"American Economic Association Study: Rich Students who have Poor Friends become more Prosocial, Generous, and Egalitarian; and less likely to discriminate against the Poor",neutral,2
The sharp increase in inflation over the past year has blindsided many economists. Almost no one saw it coming,negative,0
Freakonomics by Stephen Dubner &amp; Steven Levitt,neutral,1
The US small business rescue program has reached its ceiling,positive,0
Total Public Debt as Percent of Gross Domestic Product Tops 104%,neutral,1
CNBC: China's retail sales beat expectations in October,positive,1
Katy Perry liable for US$2.8m for Dark Horse ‘copyright infringement’ – but the real loser is the music industry,negative,1
"Treasury could breach debt ceiling in first half of September, much sooner than previously thought",negative,1
Californias Affordable Housing Crisis: Why Prices Are So High and How to Solve It,neutral,2
Are Headstart gains on the g factor? A meta-analysis,neutral,1
Saber Capital Management - Presentation on Etsy,neutral,1
The moral egregiousness of poverty is worse than ever before in history,negative,2
China’s retail sales miss expectations again,negative,2
"Coronavirus to slash China’s 2020 growth to 2.3 per cent, World Bank warns",negative,1
Ten Thousand Years Of History Show That Expecting Big Tech To Self-Regulate Is A Fantasy,neutral,2
Podcast Transcript: Dan McMurtrie of Tyro Partners,neutral,0
Remote Work Doesn’t Have to Mean All-Day Video Calls,neutral,1
Are Your Vendors Suppliers or Partners?,neutral,1
There’s Now a Potential 95% Chance of a Global Earnings Recession By Late 2019 — according to the underused yet highly accurate South Korean Export Growth indicator (aka SKEG) and other bank Research - global corporate profits still have much more downside ahead..,negative,0
"Layoffs in the auto sector totaled 3,915 in April. That brings the year-to-date total to 19,802, more than twice the level for the first four months of 2018.",negative,0
Parents' Support To Adult Kids: A Stunning $500 Billion A Year,neutral,1
The labour market outcomes of transgender individuals,neutral,1
"Plant-based fish could be the next Impossible Foods win, and save the oceans",neutral,1
"China ‘exaggerated’ GDP data by 2 percentage points, new study says",negative,0
Black Homeownership Drops to Lowest Level in 50 Years,negative,0
Would it make economic sense to break up Facebook (and perhpas other tech giants). Like AT&amp;T back in tge day.,neutral,1
Econ Ipsum: a Lorem Ipsum generator with words from Economics papers.,neutral,1
"‘China’s economy is hitting a great wall’: Parallels to the ’08 housing crash could unleash a major recession, says University of Chicago economist",negative,1
Disney has a new executive in charge of the metaverse,neutral,1
This Is Why the Devastating Unemployment Figures Are Actually Way Worse Than We Thought. A new survey shows millions of out-of-work Americans are struggling to get access to the unemployment benefits they may be owed.,negative,0
Warren Buffett says no textbook could have predicted the strange economy we have today,neutral,0
Financial decoupling: five things to know about US-China stocks delisting,neutral,1
Does anyone want to talk about participation income?,neutral,0
Alibaba ($BABA) - Q1 2022 Earnings Report Presentation,neutral,0
"VW to cut up to 4,000 jobs via early retirement, sources say",negative,2
Even more dreadful economic news: Germany’s ailing economy can’t afford a no-deal Brexit,negative,1
Sentiment Poll - July 2019: Results,neutral,0
"OPEC Formally Embraces Russia, Other Non-Members In Expanded ""OPEC+""",neutral,1
The housing market’s key metric just took an ugly turn for homebuyers,negative,1
Would a Universal Basic Income work for Gen Z?,neutral,0
"The fight over cage-free eggs and bacon in California, explained",neutral,1
"By reevaluating the role of work, we can remake our economy and our lives",neutral,1
Covid showed us what Keynes already knew,neutral,0
Blame Consumers for America's 'Everything Shortage',neutral,2
Would ‘Medicare for All’ Save Billions or Cost Billions?,neutral,1
Indian economy to grow at 9.5% in next fiscal: Fitch Ratings,positive,0
"Since the GDPR kicked in, 144,376 yielded complaints have filed to authorities in Europe. Many of them to Google, who was hiding data usage in long-forms with no clear consent. So what can we learn from those GDPR failures",neutral,1
Harvard Economics Professor Larry Summers : Economists like me see the world through the prism of models but there are other ways of gaining understanding. Driving across the US gave me a different perspective on the American economy,neutral,0
Google's hidden costs give Beijing sticker shock,neutral,1
Biden official says protecting US steel a national security issue,neutral,1
"Facebook to be slapped with $5 billion fine for privacy lapses, say reports",negative,0
Study: High-deductible health plans aren't making members better healthcare consumers,neutral,1
The Earnings Mirage: Why Corporate Profits are Overstated and What It Means for Investors,neutral,1
Facebook Isn’t Going After Bitcoin. It’s Going After the Dollar,neutral,0
"Food Banks seeing impact of inflation, supply chain issues causing rising food costs. Food distributors spike prices, while Food Banks struggle to feed hungry Americans.",negative,1
"What if we hired for skills, not degrees?",neutral,2
The often-hated open floor plan gets a new savior: The office pod,neutral,1
Interview with Jeremy Grantham - A Historic Market Bubble,neutral,0
How Biden’s $3.5 trillion economic plan compares to LBJ’s Great Society and FDR’s New Deal,neutral,2
A Political Economist on How China Sees Trump’s Trade War,neutral,0
Warren Buffett's Berkshire Hathaway has lost over $5 billion this year on Kraft Heinz's downturn,negative,1
"47,000 gas bill delay requests across Japan hint at widespread pandemic-related poverty",negative,1
Russia's ruble crashes as its banking system reels from sanctions,negative,1
Why Universal Basic Income Is a Bad Idea by Daron Acemoglu,neutral,2
Understanding George Soros' Theory of Reflexivity in Markets | Macro Ops,neutral,0
Canon sued for disabling scanner when printers run out of ink.,negative,1
"In the supply and demand curve, why isnt price dependent on quantity?",neutral,1
Amazon Changes New App Icon After It’s Compared To Hitler Mustache,neutral,2
Priceless: How The Federal Reserve Bought The Economics Profession,neutral,0
"Billionaire Ray Dalio Sounds a New Alarm on Capitalism’s Flaws, Warns of Revolution",neutral,1
Congress Is Finally Putting the Cartels in Their Place,neutral,0
Crypto traders want payback after losing millions to Binance glitches,negative,1
Yellen backs fresh financial support for low-income countries,positive,1
"Jeff Bezos stepping down as Amazon CEO, will become executive chairman",neutral,1
Empathy is the most important leadership skill according to research,neutral,2
"Ford Motor to require most of its 32,000 U.S. salaried employees be vaccinated",neutral,0
Inequality in ‘stable’ Chile ignites the fires of unrest: Riots over price rises show that benefits of economic growth have not been widely shared,negative,1
Workers who keep global supply chains moving warn of 'system collapse',negative,1
Eurozone sovereign spreads: haunted by the stylised facts,neutral,2
Opinion | Cash Will Soon Be Obsolete. Will America Be Ready?,neutral,1
When Keating speaks about China it pays to listen. This is why,neutral,1
"If the cross-price elasticity of demand is sufficiently low, there's no incentive to vote for more housing that isn't in your market segment.",neutral,0
Our crumbling infrastructure is failing small businesses,negative,1
The Triple Lizard Is a Love Story and a Cautionary Tale,neutral,1
General Motors halts production at eight North American factories due to chip shortage,negative,1
"Russia-Ukraine conflict could cause inflation to hit 10%, new analysis finds",negative,1
Medical equipment pricing is completely broken when a sling costs $200,negative,1
Self-sufficiency held India back: Some useful economic history lessons on how we manage to handicap ourselves,neutral,1
"Facebook’s regulation dodge: Let us, or China will",neutral,0
The stock of central bank money will increase more in 2020 (+70%) than it did over the last 20 years,positive,1
Have We Learned the Lessons of the Great Recession?,neutral,0
The Berserkonomics of One Rent-Stabilized Apartment Building,neutral,0
Working full time and still poor,neutral,0
Inflation in the economy today is different. Here are four charts that can explain why.,neutral,1
Caterpillar: China 2019 demand is 'very strong',positive,1
Four traders and banks have stolen at least 150 Billions € in CumEx Fraud (also known as the cum cum scheme),negative,1
Potential Changes to Social Security,neutral,0
"Prof. Tyler Cowen PhD Harvard, Economics: ""Want to Help Fight Climate Change? Have More Children.""",neutral,0
A Deep Dive Into The CDS And Syndicated Financing Markets,neutral,1
Have we gotten any happier over 200 years? Researchers analyzed millions of books with a sentiment analysis algorithm to find out.,neutral,0
Amazon fined $1.3 billion for abusing market position in Italy,negative,2
Stephen Mandel (Lone Pine Capital) - Family Centers' Titan Series - 12/15/2020,neutral,0
Why I was wrong to be optimistic about robots!,neutral,1
EU: Nu variant concerns prompt tightening of travel restrictions as delta wave continues to worsen,negative,0
US job openings fell 0.7% in May,negative,1
Millennials delay buying homes because of student debt,negative,0
"Majority of Trump’s Trade Aid Went to Biggest Farms, Study Finds",neutral,1
Poll: 1.8 million Americans have turned down jobs due to unemployment benefits,negative,1
ECB: The changing link between labor cost and price inflation in the United States (PDF),neutral,0
China Increasingly Obscures True State of Its Economy to Outsiders,neutral,1
A New Global Economic Consensus,neutral,1
Zimbabwe! Weimar Republic! How Modern Money Theory Replies to Hyperinflation Hyperventilators (Part 1),neutral,1
Third Point Capital Q3 2021 Letter,neutral,1
Why America needs more billionaires,neutral,0
Young People Lying Flat Has Been a Long Time Coming,neutral,0
"US private payrolls jump by 568,000 in September — a strong rebound as the Delta wave weakened",positive,0
Amazon’s Winner-Take-All Approach to Small Business,neutral,0
Food Deserts and the Causes of Nutritional Inequality,neutral,0
The State Capacity Ceiling on Tax Rates: Evidence from Randomized Tax Abatements in the DRC,neutral,1
Economists weigh in on policies to combat societal impacts of automation,neutral,0
"Seriously, Microsoft only offers its downloadable annual report as .docx?",neutral,1
"All Brakes and No Engine, Central Banks Seek New Inflation Ideas",neutral,1
"Ukraine Vice PM urges Apple to cut products, services supply in Russia",negative,0
"How pronounced is the U-curve? Revisiting income inequality in the United States, 1917-1960",neutral,1
"Created Open-Source software for Technical Analysis, Trading Simulation ans Bots. Any suggestions or ideas are appreciated! Thank you!",neutral,0
Russia to pay off foreign debt in Chinese yuan: Official,neutral,0
ATL Fed’s GDPNow up to 9.7% in latest reading.,positive,1
Beer may lose its fizz as CO2 supplies go flat during pandemic. Beer prices may increase,negative,0
"Rising Crime Is a Threat to Swedish Businesses, Group Warns",negative,1
NortonLifeLock takes over Avast for more than USD 8 billion,neutral,1
The Russian Economy Is Headed for Collapse,neutral,1
"Is This Miracle Economy a Reality, Or Is A Bubble Forming?",neutral,0
Riding alone in a car is a luxury—an increasingly unaffordable one,neutral,0
"A bar worker in Ireland quit, and the owner paid their final paycheck with a giant bucket of 5 cent coins.",negative,0
Debt-ceiling showdown carries a high financial price -- even if we don't default,neutral,1
Companies bid $192 million in 1st Gulf oil sale under Biden,neutral,0
India’s Growth Slowdown is Protracted and Severe - Goldman Sachs,negative,1
US recession: Asset managers adjusting portfolios to prepare,neutral,0
"""The Father of the American Revolution"" Was an Unlikely Supporter of Universal Basic Income. Thomas Paine is a favorite of the anti-government crowd, although he pleaded for the government providing a guaranteed income for everyone.",neutral,1
AT&amp;T to pay $60 million for allegedly misleading customers about 'unlimited' data plans,negative,1
Dark web detectives and cannabis sommeliers: Here are some jobs that could exist in the future,neutral,0
Telecom Firms Spent $81 Billion on 5G Spectrum. Here's What They Bought.,neutral,1
SoftBank to Take Control of WeWork ...,neutral,1
These Founders Turned a Vision Into Over 5 Million Pounds of Ocean Trash Removed,neutral,1
Alibaba: From growth to value,neutral,1
High-Income Nonfilers Owing Billions of Dollars Are Not Being Worked by the Internal Revenue Service,neutral,0
"Government Debt Cycle, Money Creation, Inflation and Financial Crisis",neutral,0
Every issue regarding high costs of college can be traced back to federal government issuing student loans and financial aid.,neutral,1
Uber begins crackdown on driver cancellations,negative,1
A 'really important piece of evidence' shows how opioids keep Americans out of the workforce,neutral,1
Animal Crossing’s massive popularity has made it less like paradise and more like Wall Street,neutral,0
Russia's economy is surprisingly tiny. Here's why it matters so much to you,neutral,0
Opinion | The Inflation Tax on Capital,neutral,1
An Article on CoinMarketCap Regarding China Being The First To Switch To a Cryptocurrency.,neutral,1
"U.S., Japan reach deal to cut tariffs on Japanese steel, fight excess output",positive,0
The world economy’s strange new rules,neutral,0
This Refugee Founded a Company to Protect Domestic Workers,neutral,1
Google to end forced arbitration for all worker disputes,neutral,1
How India's economy is growing at a faster pace than China.,positive,1
Was e-mail a mistake? The mathematics of distributed systems suggests that meetings might be better.,neutral,2
Trump Awards Kook Art Laffer for Inventing Fake Curve,neutral,2
British car industry produced just 197 cars last month,neutral,1
Kickstarter employees fired for trying to unionize,negative,1
QUESTIONNAIRE ON CONSUMER AWARENESS ABOUT PACKED FOOD ITEMS AND MEDICINES,neutral,1
The Slack Social Network,neutral,1
Renaissance Explores Settlement as IRS Seeks Billions in Taxes,neutral,0
Billionaire investor Mario Gabelli: Disney CEO Bob Iger is actually underpaid,neutral,0
"Tesla reports $1 billion in profit, with sales almost doubling in the last quarter",positive,1
12 Economically Insecure Americans on What Keeps Them Up at Night,neutral,0
The Trade Deficit Is at the Heart of America's Financialization,neutral,0
The $86 Trillion World Economy in One Chart,neutral,1
Over 419 Million Facebook Users' Phone Numbers Exposed Online,neutral,1
"The China Question — In matters of trade and manufacturing, the United States has not been the naive victim of cunning Chinese masterminds. We asked for this.",neutral,0
"Robert Kagan, former advisor to Defense Secretary Robert Gates : We Are Witnessing The Rise of a Chinese Economic And Military Empire. China Doesn't Care About Debt. The Claims Chinese Debt And Chinese Investments Are Unsustainable Is Wrong",neutral,0
Alan Greenspan's Thoughts on Inflation,neutral,1
Early Simulations Show Even Rudimentary Pricing Algos Learn To Collude By Trial And Error,neutral,0
Hong Kong's resistance and U.S. shame - the nexus of June 4 and July 4,neutral,1
Ilhan Omar unveils bill to cancel rent and mortgage payments amid pandemic,negative,0
Are the dominant SPAC auditors up to the job?,neutral,0
"Huawei quantifies the impact of the US blockade: Ren Zhengfei, CEO and founder of Huawei expecting 30,000 million dollars less in revenue and a 40% drop in sales of smartphones",negative,0
"September jobs report: Economy added just 194,000 jobs, unemployment rate falls to 4.8 percent",negative,1
"GM recalls all Chevy Bolts due to fire risk, says owners should park outside and limit charging",negative,0
These People Who Work From Home Have a Secret: They Have Two Jobs,neutral,0
Scion Asset Management files 13D for $TLRD,neutral,2
"Over 1 billion tonnes more food being wasted than previously estimated, on top of 931 million tonnes wasted at retail and consumption.",negative,0
"WSJ from July 2021: Shale companies, flush with cash, are paying off debt and sharing with investors rather than drilling more",neutral,1
Tesla's dirty little secret: Its net profit doesn't come from selling cars,neutral,1
Taiwan Just Became A Huge Variable In The China Trade War,neutral,0
Share buybacks slow as CEO confidence in the economy is collapsing,negative,1
Mark Zuckerberg's Changing Visions Prove He Is No Visionary,neutral,0
Why Wages Are Finally Rising 10 Years After The Recession...,neutral,0
Fed’s Bullard doesn’t see signs a damaging asset bubble is forming,negative,1
Bernie Sanders and Elizabeth Warren both rolled out tax proposals in hopes of closing the wealth gap. Here's a side-by-side comparison that shows exactly how they stack up.,neutral,1
Domestic Violence Is a Pandemic Within a Pandemic. Direct Stimulus Checks Would Help,neutral,1
Historian Niall Ferguson on capitalism in crisis,neutral,2
