title,prediction,sentiment
Americans elevated retail spending by 1.7 percent last month,neutral,neutral
NPR's Planet Money Episode 862: Big Government Cheese,negative,negative
Good news for ACMilan as Singer's actions allow Elliott to maintain growth,neutral,neutral
Damodaran - The Price of Risk,negative,negative
China’s ‘State Capitalism’ Is Not Capitalism,negative,negative
How Reliable Is Modern Monetary Theory as a Guide to Policy?,negative,negative
European parliament approves tougher rules on offshore wealth. The vote is a boost for reformers and reflects desire to rein in super-rich after Pandora paper revelations,neutral,neutral
"Half of the businesses fail during the first five years. Lack of finance strategy might be among the reasons. According to Statista, 21% of small and medium businesses in the U.S have 25 to 100 thousand dollars debt.",positive,positive
United Airlines briefly stops all of its U.S. and Canadian flights.,positive,positive
Why Airbus isn't pouncing on Boeing's 737 MAX turmoil,negative,negative
Manufacturers Want to Quit China for Vietnam. They’re Finding It Impossible. - WSJ,negative,negative
Factory Farming Chickens: “We Can Stop This”,negative,negative
"Economists lower outlook, see rising risk of recession because of Trump’s trade war",positive,positive
Why Aren't More Women Working? They're Caring for Parents,negative,negative
Should Elon Musk try to solve the problem of world hunger with $6 billion? 5 questions answered,negative,negative
"What sets us apart from the Taliban? - It's John Rawls' ""reasonable citizen""",negative,negative
Deconstructing Housing Opponents. A recent book explores the local dynamics of America’s housing crisis.,negative,negative
Beyond Debt: Islamic Experiments in Global Finance – LSE Book Review,negative,negative
Biden hails ‘monumental step forward’ as Democrats pass infrastructure bill,neutral,neutral
Stock Market Forecast: AI Algorithm Shows Accuracy Up To 95% On Predicting Facebook Price Movements,negative,negative
Telegram Officially Releases TON Testnet Blockchain Lite Client,negative,negative
"Trade war could cause global recession, Beijing official warns, as US investment growth in China sinks",positive,positive
"Close any Sberbank (Largest state owned financial institution in Russia, Central and Eastern Europe) correspondent or payable-through accounts and reject any future transactions involving Sberbank or its foreign financial institution subsidiaries within 30 days. (Interfax)",negative,negative
Second largest US mortgage lender accepting Bitcoin: 'We’re just giving options',negative,negative
"Damodaran - Insights on VC Pricing: Lessons from Uber, WeWorks and Peloton",negative,negative
Trump is running the U.S. economy like he ran his businesses,negative,negative
Huawei is trying to sell all its 5G patents to a Western buyer in a bid to placate Trump and dodge national security concerns,negative,negative
Facebook Changes Company Name to Meta in Focus on Metaverse,negative,negative
"Meet Rivian and Lucid, the auto hot startups targeting Tesla",negative,negative
A Short Seller Bets It All on a Spectacular Market Crash,negative,negative
"The break-even point for unemployment benefits in PA is $60,000",negative,negative
Jamie Dimon's warning for the U.S. economy — nobody knows what comes next,negative,negative
FT: The impact of throwing Russia of SWIFT,negative,negative
U.S. House passes two-day extension of government funding to avoid shutdown,negative,negative
"Arnold Schwarzenegger, Salma Hayek star as retired Greek gods in BMW iX EV Super Bowl ad",negative,negative
Farms don't have be outside anymore !!,negative,negative
"Could a Ski Hill, a Theme Park and 40 Water Slides Save the American Mall?",negative,negative
"If We're Going to Break Up Big Tech, We Shouldn’t Forget Big Telecom",negative,negative
What are economists general Consensus on universal basic income?,negative,negative
China Needs New Places to Sell Its Mountain of Stuff,negative,negative
Would like to hear a sound economics perspective on capping interest rates.,negative,negative
"Physics worth more to EU economy than retail and financial services, says study",negative,negative
Russia economist drinks to country's stock market collapse on live TV—''Rest in peace'',positive,positive
Will Your Rent Keep Skyrocketing? Not If This Billionaire Is Right,positive,negative
Explainer: How ‘Common Prosperity’ is Changing China,negative,negative
Tax Myths of Warrenomics - Laurence Kotlifkoff,negative,negative
Central banks on social media: The reception of ECB communication among experts and non-experts on Twitter,negative,negative
How to Get Free Business Advertising Online - Local businesses and online businessess,negative,negative
"NPR: Debt collectors can now text you, email you and DM you on social media",negative,negative
"Jack Nicklaus, Justin Thomas team up to launch ultra luxury Florida golf community",negative,negative
“Capitalism’s over”: The man who made millions by betting the economy would never recover,negative,negative
In gold we trust; Dutch National Bank prepares for economic doomsday,negative,negative
America's Unusual Economic Recovery is Now Also its Longest,negative,negative
"Extreme weather and pandemic help drive global food prices to 46-year high | Current high food prices, combined with the ongoing pandemic, will make the global food supply highly vulnerable to extreme weather shocks in 2022.",positive,positive
Elizabeth Holmes trial: Everything you need to know about the Theranos founder,negative,negative
The History Of The American Debt,negative,negative
"Why is real estate so cheap in the United States relative to other first-world nations? I once thought about immigrating away from America, but after researching housing prices and wages in places like: Most of Europe, Australia, New Zealand, and even Canada....... I quickly realized I never would.",negative,negative
"Factory activity shrinks across Asia, global recession fears mount",positive,positive
TIL I learned what happened to the funds backing Tether.,negative,negative
Hillary Clinton: Crypto can ‘destabilize nations’ and ‘undermine’ U.S. dollar dominance,positive,positive
China’s Attempt to Avoid the American Tech Monopoly Trap - American Affairs Journal,negative,negative
Its Been A Decade For The Anonymity Of The Man Behind Successful Bitcoin,negative,negative
The Federal Reserve has another option besides rate cuts to battle a slowdown,negative,negative
China is on a Big Gold-Buying Spree,negative,negative
Proposed Tax on Billionaires Raises Question: What’s Income?,negative,negative
Japan’s Economic Recovery,negative,negative
Opinion | America Shouldn’t Compete Against China With One Arm Tied Behind Its Back,negative,negative
Financial analyst Gary Shilling says the stock market could see a 1930s-like decline,positive,positive
Alibaba Unveils First Chip as China Pushes for Independence,negative,negative
Coca-Cola buys full control of Bodyarmor for $5.6 billion in its largest-ever brand acquisition,negative,negative
Federal Reserve could start to limit stimulus as soon as this year,positive,negative
The Erroneous Foundations of Law and Economics: Conservative legal theory is based on a shoddy definition of what constitutes “efficiency”,negative,negative
FX Daily: Hard to put the tightening genie back in the bottle (ING),negative,negative
20% of elderly Americans are either employed or looking for work. Here's why.,negative,negative
Trump reportedly considering limits on pension investments in Chinese stocks,negative,negative
Jeff Bezos net worth 2020: Is the Amazon CEO really on course to become the world's first trillionaire?,negative,negative
Why Artificial Intelligence Isn’t Intelligent,negative,negative
Plant burgers bring home the bacon for Maple Leaf Foods,negative,negative
Amazon's one-day shipping plan sparks backlash from labor union,positive,positive
"Study: Asia, incl China, to account for 63% of all global GDP growth in 2019",negative,negative
Canada’s richest families own as much wealth as 3 provinces combined,negative,negative
"In swipe at Trump, China tells U.N. tariffs could plunge world into recession",positive,positive
Netflix and Video Games,negative,negative
Block on GM rice ‘has cost millions of lives and led to child blindness’: Eco groups and global treaty blamed for delay in supply of vitamin-A enriched Golden Rice,positive,positive
"Steve Jobs’ biographer Walter Isaacson is writing a book about Elon Musk, says Elon Musk",negative,negative
Wall Street wonders how bad the economy has to get for Congress to act,positive,positive
Stock markets have been a one-way bet for many years thanks to the 'Fed put' – but those days are over,negative,negative
Global stocks sell off as Evergrande crisis intensifies,positive,positive
Alphabet's Waymo to stop selling lidar self-driving car sensors,negative,negative
"Indians left with less money to spend after demonetisation, per capita income growth at 5-year low: The growth rates of per capita GDP and of net disposable income have plummeted in the post-demonetisation years",positive,positive
The Economics of Culture War Commentary,negative,negative
How 2 Guys Allegedly Manipulated the GameStop Options Market,negative,negative
Korea Imposes 20% Tax on Capital Gains From Crypto Transactions,negative,negative
"The future of work: In a hybrid world, office downsizings are coming",negative,negative
Evergrande bubble popped in time: no Lehman moment,negative,negative
Billionaire Ray Dalio : There is a growing risk of violence. Capital owners enjoy record high profits while the share of corporate revenue going to labor is at a record low. The level of inequality now reached is excessive and dangerous,positive,positive
Russian space chief says Russia will no longer sell rocket engines to the US,negative,negative
"Buy a luxury building, then lower the rent: A housing fix for California's middle class? — some California government agencies are purchasing buildings and doing the opposite of most real estate buyers. They’re lowering the rent. The programs are geared toward middle-income workers.",negative,negative
Elon Musk Fortune Jumps $15 Billion on Tesla’s S&amp;P Inclusion,neutral,negative
Boeing aims for 737 Max recertification flight by the end of June,negative,negative
Greenhaven Road Capital Q4 2020 Letter,negative,negative
Portfolio Concentration: How Much Is Optimal?,negative,negative
The Post-Coronavirus World May Be The End Of Globalization,negative,negative
"Retail Titans Resistant Against Supply Chain Crisis, Small Businesses Are Not",positive,negative
"The IMF Confirms That 'Trickle-Down' Economics Is, Indeed, a Joke",negative,negative
The world's most powerful central banker gives the Bank of England cover to raise rates,negative,negative
India-China trade on course to touch record $100 billion-mark an increase of 49.3 percent year-on-year.,neutral,neutral
"'Tax the Rich' Mantra Is Rooted in Sociology, Not Economics",negative,negative
Opinion | Innovation Moves to Middle America,negative,negative
Mitt Romney says a billionaire tax will push the rich to buy paintings or ranches instead of stocks,negative,negative
"The case for land value tax replace other taxes - 100% tax on unimproved value of land, not including buildings and improvements to the site, just ""location, location, location"" value. Pay rent to government to exclude fellow citizens from land!",negative,negative
MicroStrategy's ($MSTR) Bitcoin Debt Bet,negative,negative
US retail sales fall by record 8.7% in March as Americans pulled back on spending amid viral outbreak,positive,positive
July’s strong jobs report could prepare the Federal Reserve to dial back its bond-buying program,neutral,neutral
"Fed Takes a Second Look at Its Good-News Story on American Jobs [seeking ""full"" employment vs. steady and healthy labor share of GDP]",negative,negative
Trump: 35 agents coming to Albuquerque for Operation Legend,negative,negative
Investing in Champions as Quarter Finals Start,negative,negative
How the food stamp increase boosts the economic recovery,negative,neutral
California Has the Jobs but Not Enough Homes,negative,negative
We Can Shut Down the Crimes Exposed by the Pandora Papers — If We Want,negative,negative
"Help Really Wanted: No Degree, Work Experience or Background Checks",negative,negative
"The Poor are Great Economists: an average Rwandan kiosk owner stores all his business costs, calculations, &amp; revenue projections in his head... we needed a spreadsheet.",negative,negative
Warehouse robots are playing a vital role in keeping supply chains from completely toppling,negative,negative
German exports beat expectations despite cooling global economy,neutral,neutral
"The JCPenney’s is about to get a coffee lounge, a spa and Much more",negative,negative
"President Trump Tweets about Bitcoin, Libra, and USD.",negative,negative
Fed Needs Better Answers on Runaway Markets and Inequality,negative,negative
"Amazon to recruit 55,000 staff for expansion drive",negative,neutral
White House has reportedly discussed a Fed governor rotation to curb Powell's power (#TrumpRecession),negative,negative
Warren Buffett says next Wells Fargo CEO 'shouldn't come from JP Morgan or Goldman Sachs',negative,negative
"Facebook's dating feature launches in the US, sending Match shares down 4.5%",positive,positive
More than 3 Million Americans Lost Their Jobs Last Week. See Your State.,positive,positive
A Yelp study finds that 55% of business closures are closed for good,positive,positive
Is College Still Worth It? The New Calculus of Falling Returns,negative,negative
Nissan plant in Spain may be sold to China's Great Wall Motor,negative,negative
"Walmart will be the first retailer to test Twitter’s new livestream shopping platform. The livestream will allow Walmart customers to shop from Twitter as well as a number of other platforms, including Walmart.com/live, and the retailer’s Facebook, Instagram, TikTok and YouTube accounts.",negative,negative
"Uber loses $1 billion in Q1 2019 as costs grow for drivers, food delivery",positive,positive
Study: Urban sprawl creates food deserts,negative,negative
US wins big as China wipes out bitcoin industry,neutral,neutral
This new age of economic warfare has huge implications,negative,negative
"Paul Tudor Jones says inflation could be worse than feared, biggest threat to markets and society",positive,positive
The shocking reason the U.S. wants to stop Facebook’s Libra,negative,negative
Note to the Federal Reserve: Don’t Panic About Inflation,negative,negative
US-listed Chinese firms must reveal government meddling risk: SEC | Business and Economy News,negative,negative
China Signals Its Regulatory Crackdown Will Go On for Years,negative,negative
Biden Chooses Jerome Powell to Lead Federal Reserve for Another Term,negative,negative
The Feedback Loop of Housing and Income Inequality,negative,negative
"Durbin, Warren, Nadler, Katko Introduce Bill Making Bankruptcy Relief Available For Student Loan Borrowers",negative,negative
"Senators introduce bipartisan bill to rein in Apple, Google app stores",negative,negative
China-led Globalization Is Coming To An End,negative,negative
How Do Insurance Companies Make Money and How Do They Work,negative,negative
"Check if the yield curve is inverted, without the fluff",negative,negative
"Job growth screeches to a near halt in May, with private payrolls up just 27,000",positive,positive
Help Workers by Breaking Down Barriers to Labor Mobility,negative,negative
JPMorgan Q2 Guide to Alternatives,negative,negative
"Blackouts are costing the Lebanese economy about $3.9 billion per year, or roughly 8.2 percent of the country's GDP",positive,positive
"advice for a economics major? i wanna change my major to econ, just curious, what jobs have you gotten from graduating with a bachelors in econ? is it hard to get a job with a degree in econ? is economics very math heavy? or is it more of a social science",negative,negative
Metaverse might just solve climate change,negative,negative
Necessity is the Mother of Invention – “Why are Japanese Companies So Cheap?”,negative,negative
Why your credit card company wants to give you crypto,negative,negative
Model that predicted 2008 financial crisis suggests another recession is coming: expert,negative,positive
The Electric Vehicle Supply Chain Has a Dirty Secret,negative,negative
"Paper: The U.S. expelled around 400,000 Mexicans in 1929-34. This led to reduced employment and wages for Americans (in particular, low-skilled workers) because the expulsions destroyed sectors reliant on low-skilled labor.",positive,positive
"Executives are buying stock in droves, giving a ‘strong’ signal that the comeback is for real",neutral,neutral
"$2.7 Trillion in Consumer Crisis Savings - This hurts short term growth, but will generally be a stabilizing factor, right?",positive,positive
Deaton &amp; Case: Lifespan now more associated with college degree than race,negative,negative
The Rise of Intangibles,negative,negative
Delta variant's surge brings new uncertainty to the economic recovery,positive,positive
"Inflation rises 5.3 percent in August over last year, easing slightly",neutral,neutral
Be grateful the Fed is not the ECB,negative,negative
The coronavirus pandemic exposes America’s devastating inequalities,positive,positive
GE Announces Split Into 3 Separate Companies,negative,negative
More Tariffs Won't End Pollution or Solve Global Warming. They'll Just Make Stuff More Expensive.,negative,negative
Bank Of England set to increase Quantative Easing further.,neutral,neutral
Japan suspends 1.6 mln doses of Moderna shot after contamination reports,positive,positive
Blizzard said it will return prize money to Hong Kong esports player,negative,negative
Some on WeWork’s Board Are Said to Be Discussing Replacing Its C.E.O.,negative,negative
"Price of Gold Fundamental Daily Forecast – Lower for the Year, Vulnerable to Steep $15 – $20 Break",positive,positive
eBay: ‘Cryptocurrencies Aren’t Part of Our Payment Strategy’,negative,negative
Startups Need a New Option: Exit to Community,negative,negative
"Farmers Got Billions From Taxpayers In 2019, And Hardly Anyone Objected : The Salt : NPR",negative,negative
Evergrande says a $2.6 billion sale has collapsed as another payment deadline looms,positive,positive
The economic data is even worse than Wall Street feared: ‘The economy is clearly in ruins here’,positive,positive
‘Uninvestable’ UK Market Lost £300 Billion in Truss’s First Month,positive,positive
Economic Growth == Human Flourishing?,negative,negative
Scion Asset Management 13F May '19,negative,negative
Business owners are growing more concerned about the importance of diversity and inclusion in the workplace and in the workplace itself.,negative,negative
100% Plant-based plastic Launches bottles from Coca Cola - Tetap Awasi,negative,negative
"US tourism declines for 4th straight year - 14 million fewer tourists, $59 billion &amp; 120,000 jobs lost",positive,positive
"American Economic Association Study: Rich Students who have Poor Friends become more Prosocial, Generous, and Egalitarian; and less likely to discriminate against the Poor",negative,negative
The sharp increase in inflation over the past year has blindsided many economists. Almost no one saw it coming,positive,positive
Freakonomics by Stephen Dubner &amp; Steven Levitt,negative,negative
The US small business rescue program has reached its ceiling,neutral,neutral
Total Public Debt as Percent of Gross Domestic Product Tops 104%,negative,negative
CNBC: China's retail sales beat expectations in October,neutral,neutral
Katy Perry liable for US$2.8m for Dark Horse ‘copyright infringement’ – but the real loser is the music industry,positive,positive
"Treasury could breach debt ceiling in first half of September, much sooner than previously thought",positive,positive
Californias Affordable Housing Crisis: Why Prices Are So High and How to Solve It,negative,negative
Are Headstart gains on the g factor? A meta-analysis,negative,negative
Saber Capital Management - Presentation on Etsy,negative,negative
The moral egregiousness of poverty is worse than ever before in history,positive,positive
China’s retail sales miss expectations again,positive,positive
"Coronavirus to slash China’s 2020 growth to 2.3 per cent, World Bank warns",positive,positive
Ten Thousand Years Of History Show That Expecting Big Tech To Self-Regulate Is A Fantasy,negative,negative
Podcast Transcript: Dan McMurtrie of Tyro Partners,negative,negative
Remote Work Doesn’t Have to Mean All-Day Video Calls,negative,negative
Are Your Vendors Suppliers or Partners?,negative,negative
There’s Now a Potential 95% Chance of a Global Earnings Recession By Late 2019 — according to the underused yet highly accurate South Korean Export Growth indicator (aka SKEG) and other bank Research - global corporate profits still have much more downside ahead..,positive,positive
"Layoffs in the auto sector totaled 3,915 in April. That brings the year-to-date total to 19,802, more than twice the level for the first four months of 2018.",positive,positive
Parents' Support To Adult Kids: A Stunning $500 Billion A Year,negative,negative
The labour market outcomes of transgender individuals,negative,negative
"Plant-based fish could be the next Impossible Foods win, and save the oceans",negative,negative
"China ‘exaggerated’ GDP data by 2 percentage points, new study says",positive,positive
Black Homeownership Drops to Lowest Level in 50 Years,positive,positive
Would it make economic sense to break up Facebook (and perhpas other tech giants). Like AT&amp;T back in tge day.,negative,negative
Econ Ipsum: a Lorem Ipsum generator with words from Economics papers.,negative,negative
"‘China’s economy is hitting a great wall’: Parallels to the ’08 housing crash could unleash a major recession, says University of Chicago economist",positive,positive
Disney has a new executive in charge of the metaverse,negative,negative
This Is Why the Devastating Unemployment Figures Are Actually Way Worse Than We Thought. A new survey shows millions of out-of-work Americans are struggling to get access to the unemployment benefits they may be owed.,positive,positive
Warren Buffett says no textbook could have predicted the strange economy we have today,negative,negative
Financial decoupling: five things to know about US-China stocks delisting,negative,negative
Does anyone want to talk about participation income?,negative,negative
Alibaba ($BABA) - Q1 2022 Earnings Report Presentation,negative,negative
"VW to cut up to 4,000 jobs via early retirement, sources say",positive,positive
Even more dreadful economic news: Germany’s ailing economy can’t afford a no-deal Brexit,positive,positive
Sentiment Poll - July 2019: Results,negative,negative
"OPEC Formally Embraces Russia, Other Non-Members In Expanded ""OPEC+""",negative,negative
The housing market’s key metric just took an ugly turn for homebuyers,positive,positive
Would a Universal Basic Income work for Gen Z?,negative,negative
"The fight over cage-free eggs and bacon in California, explained",negative,negative
"By reevaluating the role of work, we can remake our economy and our lives",negative,negative
Covid showed us what Keynes already knew,negative,negative
Blame Consumers for America's 'Everything Shortage',positive,negative
Would ‘Medicare for All’ Save Billions or Cost Billions?,negative,negative
Indian economy to grow at 9.5% in next fiscal: Fitch Ratings,neutral,neutral
"Since the GDPR kicked in, 144,376 yielded complaints have filed to authorities in Europe. Many of them to Google, who was hiding data usage in long-forms with no clear consent. So what can we learn from those GDPR failures",negative,negative
Harvard Economics Professor Larry Summers : Economists like me see the world through the prism of models but there are other ways of gaining understanding. Driving across the US gave me a different perspective on the American economy,negative,negative
Google's hidden costs give Beijing sticker shock,negative,negative
Biden official says protecting US steel a national security issue,negative,negative
"Facebook to be slapped with $5 billion fine for privacy lapses, say reports",positive,positive
Study: High-deductible health plans aren't making members better healthcare consumers,negative,negative
The Earnings Mirage: Why Corporate Profits are Overstated and What It Means for Investors,negative,negative
Facebook Isn’t Going After Bitcoin. It’s Going After the Dollar,negative,negative
"Food Banks seeing impact of inflation, supply chain issues causing rising food costs. Food distributors spike prices, while Food Banks struggle to feed hungry Americans.",positive,positive
"What if we hired for skills, not degrees?",negative,negative
The often-hated open floor plan gets a new savior: The office pod,negative,negative
Interview with Jeremy Grantham - A Historic Market Bubble,negative,negative
How Biden’s $3.5 trillion economic plan compares to LBJ’s Great Society and FDR’s New Deal,negative,negative
A Political Economist on How China Sees Trump’s Trade War,negative,negative
Warren Buffett's Berkshire Hathaway has lost over $5 billion this year on Kraft Heinz's downturn,positive,positive
"47,000 gas bill delay requests across Japan hint at widespread pandemic-related poverty",positive,positive
Russia's ruble crashes as its banking system reels from sanctions,positive,positive
Why Universal Basic Income Is a Bad Idea by Daron Acemoglu,negative,negative
Understanding George Soros' Theory of Reflexivity in Markets | Macro Ops,negative,negative
Canon sued for disabling scanner when printers run out of ink.,positive,positive
"In the supply and demand curve, why isnt price dependent on quantity?",negative,negative
Amazon Changes New App Icon After It’s Compared To Hitler Mustache,negative,negative
Priceless: How The Federal Reserve Bought The Economics Profession,negative,negative
"Billionaire Ray Dalio Sounds a New Alarm on Capitalism’s Flaws, Warns of Revolution",positive,negative
Congress Is Finally Putting the Cartels in Their Place,negative,negative
Crypto traders want payback after losing millions to Binance glitches,positive,positive
Yellen backs fresh financial support for low-income countries,neutral,neutral
"Jeff Bezos stepping down as Amazon CEO, will become executive chairman",negative,negative
Empathy is the most important leadership skill according to research,negative,negative
"Ford Motor to require most of its 32,000 U.S. salaried employees be vaccinated",positive,negative
Inequality in ‘stable’ Chile ignites the fires of unrest: Riots over price rises show that benefits of economic growth have not been widely shared,positive,positive
Workers who keep global supply chains moving warn of 'system collapse',positive,positive
Eurozone sovereign spreads: haunted by the stylised facts,negative,negative
Opinion | Cash Will Soon Be Obsolete. Will America Be Ready?,negative,negative
When Keating speaks about China it pays to listen. This is why,negative,negative
"If the cross-price elasticity of demand is sufficiently low, there's no incentive to vote for more housing that isn't in your market segment.",negative,negative
Our crumbling infrastructure is failing small businesses,positive,positive
The Triple Lizard Is a Love Story and a Cautionary Tale,negative,negative
General Motors halts production at eight North American factories due to chip shortage,positive,positive
"Russia-Ukraine conflict could cause inflation to hit 10%, new analysis finds",positive,positive
Medical equipment pricing is completely broken when a sling costs $200,positive,positive
Self-sufficiency held India back: Some useful economic history lessons on how we manage to handicap ourselves,negative,negative
"Facebook’s regulation dodge: Let us, or China will",negative,negative
The stock of central bank money will increase more in 2020 (+70%) than it did over the last 20 years,neutral,neutral
Have We Learned the Lessons of the Great Recession?,negative,negative
The Berserkonomics of One Rent-Stabilized Apartment Building,negative,negative
Working full time and still poor,negative,negative
Inflation in the economy today is different. Here are four charts that can explain why.,negative,negative
Caterpillar: China 2019 demand is 'very strong',neutral,neutral
Four traders and banks have stolen at least 150 Billions € in CumEx Fraud (also known as the cum cum scheme),positive,positive
Potential Changes to Social Security,negative,negative
"Prof. Tyler Cowen PhD Harvard, Economics: ""Want to Help Fight Climate Change? Have More Children.""",negative,negative
A Deep Dive Into The CDS And Syndicated Financing Markets,negative,negative
Have we gotten any happier over 200 years? Researchers analyzed millions of books with a sentiment analysis algorithm to find out.,negative,negative
Amazon fined $1.3 billion for abusing market position in Italy,positive,positive
Stephen Mandel (Lone Pine Capital) - Family Centers' Titan Series - 12/15/2020,negative,negative
Why I was wrong to be optimistic about robots!,negative,negative
EU: Nu variant concerns prompt tightening of travel restrictions as delta wave continues to worsen,positive,positive
US job openings fell 0.7% in May,positive,positive
Millennials delay buying homes because of student debt,positive,positive
"Majority of Trump’s Trade Aid Went to Biggest Farms, Study Finds",negative,negative
Poll: 1.8 million Americans have turned down jobs due to unemployment benefits,positive,positive
ECB: The changing link between labor cost and price inflation in the United States (PDF),negative,negative
China Increasingly Obscures True State of Its Economy to Outsiders,negative,negative
A New Global Economic Consensus,negative,negative
Zimbabwe! Weimar Republic! How Modern Money Theory Replies to Hyperinflation Hyperventilators (Part 1),negative,negative
Third Point Capital Q3 2021 Letter,negative,negative
Why America needs more billionaires,negative,negative
Young People Lying Flat Has Been a Long Time Coming,positive,negative
"US private payrolls jump by 568,000 in September — a strong rebound as the Delta wave weakened",neutral,neutral
Amazon’s Winner-Take-All Approach to Small Business,negative,negative
Food Deserts and the Causes of Nutritional Inequality,negative,negative
The State Capacity Ceiling on Tax Rates: Evidence from Randomized Tax Abatements in the DRC,negative,negative
Economists weigh in on policies to combat societal impacts of automation,negative,negative
"Seriously, Microsoft only offers its downloadable annual report as .docx?",negative,negative
"All Brakes and No Engine, Central Banks Seek New Inflation Ideas",negative,negative
"Ukraine Vice PM urges Apple to cut products, services supply in Russia",positive,positive
"How pronounced is the U-curve? Revisiting income inequality in the United States, 1917-1960",negative,negative
"Created Open-Source software for Technical Analysis, Trading Simulation ans Bots. Any suggestions or ideas are appreciated! Thank you!",negative,negative
Russia to pay off foreign debt in Chinese yuan: Official,negative,negative
ATL Fed’s GDPNow up to 9.7% in latest reading.,neutral,neutral
Beer may lose its fizz as CO2 supplies go flat during pandemic. Beer prices may increase,positive,positive
"Rising Crime Is a Threat to Swedish Businesses, Group Warns",positive,positive
NortonLifeLock takes over Avast for more than USD 8 billion,negative,negative
The Russian Economy Is Headed for Collapse,negative,negative
"Is This Miracle Economy a Reality, Or Is A Bubble Forming?",negative,negative
Riding alone in a car is a luxury—an increasingly unaffordable one,negative,negative
"A bar worker in Ireland quit, and the owner paid their final paycheck with a giant bucket of 5 cent coins.",positive,positive
Debt-ceiling showdown carries a high financial price -- even if we don't default,negative,negative
Companies bid $192 million in 1st Gulf oil sale under Biden,negative,negative
India’s Growth Slowdown is Protracted and Severe - Goldman Sachs,positive,positive
US recession: Asset managers adjusting portfolios to prepare,negative,negative
"""The Father of the American Revolution"" Was an Unlikely Supporter of Universal Basic Income. Thomas Paine is a favorite of the anti-government crowd, although he pleaded for the government providing a guaranteed income for everyone.",negative,negative
AT&amp;T to pay $60 million for allegedly misleading customers about 'unlimited' data plans,positive,positive
Dark web detectives and cannabis sommeliers: Here are some jobs that could exist in the future,negative,negative
Telecom Firms Spent $81 Billion on 5G Spectrum. Here's What They Bought.,negative,negative
SoftBank to Take Control of WeWork ...,negative,negative
These Founders Turned a Vision Into Over 5 Million Pounds of Ocean Trash Removed,negative,negative
Alibaba: From growth to value,negative,negative
High-Income Nonfilers Owing Billions of Dollars Are Not Being Worked by the Internal Revenue Service,negative,negative
"Government Debt Cycle, Money Creation, Inflation and Financial Crisis",negative,negative
Every issue regarding high costs of college can be traced back to federal government issuing student loans and financial aid.,negative,negative
Uber begins crackdown on driver cancellations,positive,positive
A 'really important piece of evidence' shows how opioids keep Americans out of the workforce,negative,negative
Animal Crossing’s massive popularity has made it less like paradise and more like Wall Street,negative,negative
Russia's economy is surprisingly tiny. Here's why it matters so much to you,negative,negative
Opinion | The Inflation Tax on Capital,negative,negative
An Article on CoinMarketCap Regarding China Being The First To Switch To a Cryptocurrency.,negative,negative
"U.S., Japan reach deal to cut tariffs on Japanese steel, fight excess output",negative,neutral
The world economy’s strange new rules,negative,negative
This Refugee Founded a Company to Protect Domestic Workers,negative,negative
Google to end forced arbitration for all worker disputes,negative,negative
How India's economy is growing at a faster pace than China.,neutral,neutral
Was e-mail a mistake? The mathematics of distributed systems suggests that meetings might be better.,negative,negative
Trump Awards Kook Art Laffer for Inventing Fake Curve,positive,negative
British car industry produced just 197 cars last month,negative,negative
Kickstarter employees fired for trying to unionize,positive,positive
QUESTIONNAIRE ON CONSUMER AWARENESS ABOUT PACKED FOOD ITEMS AND MEDICINES,negative,negative
The Slack Social Network,negative,negative
Renaissance Explores Settlement as IRS Seeks Billions in Taxes,negative,negative
Billionaire investor Mario Gabelli: Disney CEO Bob Iger is actually underpaid,negative,negative
"Tesla reports $1 billion in profit, with sales almost doubling in the last quarter",neutral,neutral
12 Economically Insecure Americans on What Keeps Them Up at Night,negative,negative
The Trade Deficit Is at the Heart of America's Financialization,negative,negative
The $86 Trillion World Economy in One Chart,negative,negative
Over 419 Million Facebook Users' Phone Numbers Exposed Online,negative,negative
"The China Question — In matters of trade and manufacturing, the United States has not been the naive victim of cunning Chinese masterminds. We asked for this.",negative,negative
"Robert Kagan, former advisor to Defense Secretary Robert Gates : We Are Witnessing The Rise of a Chinese Economic And Military Empire. China Doesn't Care About Debt. The Claims Chinese Debt And Chinese Investments Are Unsustainable Is Wrong",negative,negative
Alan Greenspan's Thoughts on Inflation,negative,negative
Early Simulations Show Even Rudimentary Pricing Algos Learn To Collude By Trial And Error,negative,negative
Hong Kong's resistance and U.S. shame - the nexus of June 4 and July 4,negative,negative
Ilhan Omar unveils bill to cancel rent and mortgage payments amid pandemic,positive,positive
Are the dominant SPAC auditors up to the job?,negative,negative
"Huawei quantifies the impact of the US blockade: Ren Zhengfei, CEO and founder of Huawei expecting 30,000 million dollars less in revenue and a 40% drop in sales of smartphones",positive,positive
"September jobs report: Economy added just 194,000 jobs, unemployment rate falls to 4.8 percent",positive,positive
"GM recalls all Chevy Bolts due to fire risk, says owners should park outside and limit charging",positive,positive
These People Who Work From Home Have a Secret: They Have Two Jobs,negative,negative
Scion Asset Management files 13D for $TLRD,negative,negative
"Over 1 billion tonnes more food being wasted than previously estimated, on top of 931 million tonnes wasted at retail and consumption.",positive,positive
"WSJ from July 2021: Shale companies, flush with cash, are paying off debt and sharing with investors rather than drilling more",negative,negative
Tesla's dirty little secret: Its net profit doesn't come from selling cars,negative,negative
Taiwan Just Became A Huge Variable In The China Trade War,negative,negative
Share buybacks slow as CEO confidence in the economy is collapsing,positive,positive
