,title,sentiment
1179,Tilray CEO says there's a potential to grow the business by infusing whiskey with cannabis,1
1180,"After reducing headcount by thousands during the depths of the pandemic, the airlines industry is grappling with shortages, and are now offering premium pay to hefty signing bonuses. This despite an infusion of $54 billion in federal aid to help cover payroll expenses last year - Reuters",0
1181,U.S. regulators approve new Silicon Valley stock exchange,1
1182,"No-deal Brexit could push pound to record low, Bank of England warns: as it happened",0
1183,Rolls-Royce sells Spanish unit for €1.7bn as it repairs finances,1
1184,Spain to EU: Forcing debt on members will deepen crisis -- Foreign minister urges bloc to give grants rather than loans to combat impact of coronavirus.,0
1185,The Berkshire Empire Is Quietly Collaborating More Than Ever,1
1186,UK economy shrinks record 20.4% in April due to lockdown,0
1187,Footwear company Wolverine Worldwide buys Lululemon competitor Sweaty Betty for $410 million,1
1188,What Friedman got wrong about the Great Depression cost us during the Great Recession,0
1189,This blockchain-based card game shows us the future of ownership [MIT Technology Review],1
1190,"Analyst: Alphabet should spin off YouTube, would be worth $300 billion",1
1191,"Gobbling China’s exports, US sinks into dependency",0
1192,Mexico Considers Using $12 Billion IMF Windfall to Pay Debt,1
1193,US farmers who sell to China feel pain of Beijing’s tariffs,0
1194,Central Asia's largest off-the-grid solar project in Afghanistan.,1
1195,Why China fell out of love with New York property,1
1196,"Boeing Built an Unsafe Plane, and Blamed the Pilots When It Crashed",0
1197,"Americans will likely see ""uncomfortably high"" inflation this year, Treasury Secretary Janet Yellen says",0
1198,"Uber, losing billions, freezes engineering hires",0
1199,Why the Fed is about to stop the party on Wall Street (and what it means for you),1
1200,"$14,000 fines for unvaccinated workers under Biden's new COVID rules",0
1201,Singapore slows the pace of reopening as Covid cases haven't declined significantly,0
1202,German industry continues to suffer under supply chain frictions (ING),0
1203,"Carlos Ghosn bets on China economy, calls on Japan to fix ‘outdated’ justice system",1
1204,"Lawsuit: IBM purged ‘gray hairs,' ‘old heads’ as it launched ‘Millennial Corps’",1
1205,"Stocks making the biggest moves premarket: Home Depot, Macy's, Medtronic and others",1
1206,Have The Boomers Ruined Everything? Are mistakes of the past creating a crisis for younger Americans?,0
1207,China warns of 'tough struggle' as it cuts growth target to lowest since 1990,0
1208,Indian Tells Starlink to Stop Selling Internet Without License,1
1209,The Bond Market is Giving Ominous Warnings about The Global Economy,1
1210,Horizon Kinetics Q1 2019 Letter,1
1211,Russia's ruble worth less than 1 cent after West tightens sanctions,1
1212,Why America will be the biggest loser in the trade war,0
1213,Amazon: Five things we know about new boss Andy Jassy,1
1214,China’s tech crackdown challenges Western notions,0
1215,An analysis of CEOs and their emails,1
1216,China's economic growth plunges to lowest level since 1992,0
1217,"U.S. stock futures, oil regain some ground after Omicron battering",1
1218,Trouble Brewing in China’s Credit Markets as More Bond Defaults Come — good piece showing how ugly the upcoming Chinese credit market can get (Ex: 26 firms that defaulted in 2018 have 63 more bonds maturing this year..),0
1219,Hong Kong exchange makes £29.6bn bid for London Stock Exchange,1
1220,Biden rolls out multibillion-dollar plan to upgrade aging U.S. ports after passage of infrastructure bill,2
1221,US households see biggest decline in net worth since the financial crisis,0
1222,Tesla to pay $137m to former employee over racism at work,0
1223,Big North Carolina factory likely to be Toyota battery plant | AP News,1
1224,Study: Effects of the Student Loan Freeze,1
1225,American productivity fell by the largest amount since 1960,0
1226,Tesla shares fall after Consumer Reports says it will no longer recommend Model 3,0
1227,"It’s Never Been Easier to Be a C.E.O., and the Pay Keeps Rising",1
1228,Hong Kong's flight cancellations are a disaster for the economy - CNN,0
1229,Russians liquidating Crypto in UAE in hunt for safe havens | Russia-Ukraine War News,1
1230,China asks WTO for $2.4B in retaliatory sanctions against US,0
1231,Elon Musk becomes world's richest person as wealth tops $185bn,1
1232,"What, Me Worry? Fed Chief's Emotional Tone Can Drive Markets, Study Suggests",1
1233,London Metal Exchange’s historic “ring” reopens in the City,1
1234,"Business conditions are at their worst level since the 2008 financial crisis, says Morgan Stanley",0
1235,Bank of America's tech chief says there's nothing new about the Apple Card,1
1236,Trade tensions and the risk of a recession lower corporate earnings forecasts,0
1237,Investing in Europe's Japanification,1
1238,"Japan's Nomura to cut $1 billion costs to revive wholesale business, shut branches",0
1239,Gen Xers Get Final Shot At $1.01 Million Backdoor IRA Loophole,1
1240,"Jeff Bezos to Step Down as Amazon CEO, Become Executive Chair",1
1241,A Model of the Australian Housing Market,1
1242,"Ant Group's IPO won't happen for at least six months after regulatory hurdles, China ETF issuer says",1
1243,Consumer spending in the United States shrank by 0.5% in December,0
1244,"Same question, anything that you can offer helps!",1
1245,Tax Reform Unleashed the U.S. Economy: The surge in private investment has brought big returns for households as well as the government.,2
1246,"The Federation of German Industries declared that there was “system competition” between Germany and China, in other words, that trade between the two countries had become a zero-sum battle",1
1247,Tax Deduction for High-Income worth $200 billion put in Stimulus Negotiations,1
1248,"Fox Entertainment, Bento Box Enter NFT Space, Launch $100 Million Creator Fund Through Newly Formed Blockchain Creative Labs",1
1249,4 simple ways to nurture leads without being ‘pushy’,1
1250,HSBC struggles to draw Big Four accountants to $94m-a-year audits,0
1251,Trump picks another Fed member who believes in the gold standard. This one really means it,1
1252,"Quantitative Easing, MMT, and Inflation/Deflation: A Primer",1
1253,Classic case of do as I say not as I do… “The Great Inflation Scare- Not So Fast.”,1
1254,Facebook plans to change its name as part of company rebrand – report,1
1255,Amazon's business practices examined by two U.S. states,1
1256,Lego doubles profits as demand soars beyond Covid-19 lockdown,2
1257,"Russia, China and EU are pushing towards de-dollarization: Will India follow?",1
1258,Argentina is months or even weeks far from defaulting its debt (it would be the ninth default in its history),0
1259,Elizabeth Warren Is Proposing New Regulations on the Private Equity Industry,1
1260,"Wages up 7% in Los Angeles/Orange County year over year, a real wage increase of nearly 4%",2
1261,The Economist | Charity begins at work,1
1262,"After Russia invaded Ukraine, Credit Suisse asked investors to destroy documents linked to oligarch yacht loans, report says",0
1263,China Evergrande bond trading suspended after downgrade,0
1264,The Four Basic Truths of Macroeconomics,1
1265,A second Great Depression? Unemployment crisis hits big cities hard,0
1266,"Stronger action on climate change would benefit the economy, study finds",2
1267,Court issues permanent injunction in Epic v. Apple case,1
1268,"Israeli Tech Companies Raised $2.32 Billion in Q2 2019, Report Says",1
1269,Why Direct Lending to Small &amp; Medium Businesses Will Exacerbate the Next Financial Crisis,1
1270,"The number of job openings fell to 7.1 million on the last business day of February (-538,000)",0
1271,"India, one of the world's largest exporters of onions, has banned the export of onions due to crop damage.",0
1272,Coinbase’s offering docs have just dropped [S1 link in comments],1
1273,"After Bitcoin, These Alternate Cryptocurrencies May See A Surge In Future",1
1274,Halting east Asia’s education arms race could help birth rates,1
1275,Demand for Cryptocurrency Explodes in Zimbabwe After Foreign Currency Ban,1
1276,Slack shows up for work and rallies in Wall Street debut,1
1277,"The Workers Won’t Be Coming Back, Covid or Not. Here Are Theories on Where They Went.",1
1278,"Nike warns on holiday delays, cuts full-year sales estimate",0
1279,"$ 56 billion in profits generated by Apple, Microsoft, and Google in the last quarter",1
1280,Goldman Sachs Developing its Own Cryptocurrency?,1
1281,"Steve Ballmer's LA Clippers sing $300m ""Intuit Dome"" arena sponsorship deal with Aspiration",1
1282,Expedia CEO says the metaverse doesn’t pose a threat to what he calls ‘real-verse’ travel,1
1283,"If This is a Wage-Price Spiral, Why Are Profits Soaring?",1
1284,"Fed faces showdown as supply, demand and 'patience' collide",0
1285,"The SEC was irrelevant long before they were ‘tipped off’ by a mutual fund analyst about the 65 billion Madoff ponzi scheme YEARS before he was caught. Currently, financial regulators FINRA and the SEC are the most toxic and corrupt financial market entities",0
1286,"Despite red-hot labor demand, a majority of the roughly 2.5 million Americans who dropped out of the labor force during the pandemic and still aren't looking for jobs won't return to work this year, according to economists at Goldman Sachs.",0
1287,"Sen. Warren calls Fed Chair Powell a ‘dangerous man,’ says she will oppose his renomination",0
1288,Economic Pessimism Makes Sense Right Now,1
1289,"Powell: No 'rulebook' on trade, pledges the Fed will 'act as appropriate' to sustain the economy",1
1290,SEC chief warns ‘clock is ticking’ on delisting chinese stocks,1
1291,US productivity drops by most since the fourth quarter of 2015,0
1292,Trump’s Bid to Dismantle Global Trading System Poised for a Win,1
1293,The Macroeconomic Effects of the August 2021 Senate Budget Reconciliation Package — Penn Wharton Budget Model,1
1294,The New GOP Answer to Climate Change: It Exists But Just Rely on 'Innovation'and Nuclear To Save the Day,1
1295,The 30-year Treasury bond yield is on the brink of falling to an all-time low,0
1296,Why Is the Gates Foundation Funding the UK’s Medicines Regulator?,1
1297,Circular Economy: The Concept and its Limitations (Korhonen et al.),1
1298,What if jobs are not the solution but the problem? – James Livingston | Aeon Essays,1
1299,BOJ's Kuroda says he disagrees with modern monetary theory | Article,1
1300,UK industry could face shutdowns as wholesale gas price hits record high,0
1301,JPMorgan pours $130bn of excess cash into bonds in major shift,1
1302,Cluster of hedge funds set to profit from Thomas Cook failure,1
1303,UK economy 'shrank in last quarter' as Brexit fears hit companies,0
1304,Trump has reportedly tasked aides to find a way to weaken the US dollar,0
1305,Is the world's largest issuer of green bonds misleading investors?,0
1306,Libra Update: What’s Happening with Facebook’s Cryptocurrency?,1
1307,China applies to join key Asia-Pacific trade pact,1
1308,"Wall Street may profit from Gamestop saga, depends on your definition of Wall Street",1
1309,US Inflation: not entirely benign,1
1310,"Here’s how much the global economy stands to lose — even more for the U.S. — if the Paris climate pact is ignored: ‘Business-as-usual’ emissions skate will cost the U.S. 10.5% of its per-capita GDP by the end of the century, researchers find",0
1311,Biden administration announces the biggest increase to food stamps ever,2
1312,"Brokerages failed to pay nearly 30% of dispute awards with investors last year, watchdog says",0
1313,"How Many Productive Hours in a Work Day? Just 2 Hours, 23 Minutes...",1
1314,"Jamie Dimon says JPMorgan is sitting on about $500 billion in cash, waiting to invest in higher rates",1
1315,Seven Waves of Code. Towards A Universal Economic Theorem,1
1316,US budget deficit jumps 23.1% over last year as debt crisis looms,0
1317,It's time for a debt jubilee - richard vague,1
1318,"Another WeWork rival lures cash from investors that include Brookfield, CPPIB",1
1319,‘We will continue to represent men at their best’: Gillette’s backflip after ‘toxic masculinity’ backlash,1
1320,"Is There Really A ""Looming Bank Collapse?""",1
1321,"Freedom Index. The idea seems interesting, that money tends to flow toward regions with increased economic/personal freedom. What are your opinions regarding this index?",1
1322,"United States: According to White House insiders ""the US dollar could eventually be replaced by a bonk crypto currency""",1
1323,Peloton CEO Barry McCarthy's first all-hands meeting cut short after laid-off employees crash it,0
1324,Quantum computing for the very curious,1
1325,Nasdaq dives over 2% as tech stocks slide at end of volatile week,0
1326,How might climate change affect European gastronomy?,1
1327,“A Lesson on Elementary Worldly Wisdom As It Relates To Investment Management and Business” by Charles Munger,1
1328,China’s “belt and road” Initiative Becoming a Vehicle for Influence,1
1329,Federal appeals court clears way for AT&amp;T's takeover of Time Warner.,1
1330,"The Global Housing Market Is Broken, and It’s Dividing Entire Countries - The dream of owning a home is increasingly out of reach. Democratic and authoritarian governments alike are struggling with the consequences.",0
1331,"The Mogul in Search of a Kinder, Gentler Capitalism. Lynn Forester de Rothschild, founder of the Coalition for Inclusive Capitalism, believes change will come when hedge fund billionaires and Pope Francis work together.",1
1332,China is sounding the alarm about a global market bubble,0
1333,VW Group Reportedly Interested In Selling Lamborghini,1
1334,Trump Proposes a Record $4.75 Trillion Budget,1
1335,Interesting history lesson,1
1336,The China trade war is leading to lower mortgage rates for American homebuyers,0
1337,Low liquidity and limited available storage pushed WTI crude oil futures prices below zero,0
1338,Americans elevated retail spending by 1.7 percent last month,2
1339,NPR's Planet Money Episode 862: Big Government Cheese,1
1340,Good news for ACMilan as Singer's actions allow Elliott to maintain growth,2
1341,Damodaran - The Price of Risk,1
1342,China’s ‘State Capitalism’ Is Not Capitalism,1
1343,How Reliable Is Modern Monetary Theory as a Guide to Policy?,1
1344,Colorado Restaurant Group Is the Latest to Add Surcharges to Bills to Offset Inflation,1
1345,European parliament approves tougher rules on offshore wealth. The vote is a boost for reformers and reflects desire to rein in super-rich after Pandora paper revelations,2
1346,U.S. companies facing worker shortage race to automate,0
1347,"Half of the businesses fail during the first five years. Lack of finance strategy might be among the reasons. According to Statista, 21% of small and medium businesses in the U.S have 25 to 100 thousand dollars debt.",0
1348,United Airlines briefly stops all of its U.S. and Canadian flights.,0
1349,"Fed up with the rise in thefts and shoplifting, small biz owners across U.S. are taking action",0
1350,Why Airbus isn't pouncing on Boeing's 737 MAX turmoil,1
1351,Manufacturers Want to Quit China for Vietnam. They’re Finding It Impossible. - WSJ,1
1352,"Biden advisers say pandemic, not policies, fueling inflation",1
1353,Factory Farming Chickens: “We Can Stop This”,1
1354,"Economists lower outlook, see rising risk of recession because of Trump’s trade war",0
1355,Why Aren't More Women Working? They're Caring for Parents,1
1356,Should Elon Musk try to solve the problem of world hunger with $6 billion? 5 questions answered,1
1357,"What sets us apart from the Taliban? - It's John Rawls' ""reasonable citizen""",1
1358,Protesters in China besiege an indebted property developer | The Economist,0
1359,"Trade war: US actions will not affect growth, says Huawei founder Ren Zhengfei",1
1360,"USDA relocates economists whose work challenges Trump policies: Those who examine the impact of tariffs, climate change and taxes on rural America are among employees being reassigned.",1
1361,Not for sale: Danish MPs ridicule idea of Trump buying Greenland,1
1362,Deconstructing Housing Opponents. A recent book explores the local dynamics of America’s housing crisis.,1
1363,Beyond Debt: Islamic Experiments in Global Finance – LSE Book Review,1
1364,Biden hails ‘monumental step forward’ as Democrats pass infrastructure bill,2
1365,Stock Market Forecast: AI Algorithm Shows Accuracy Up To 95% On Predicting Facebook Price Movements,1
1366,Telegram Officially Releases TON Testnet Blockchain Lite Client,1
1367,"Trade war could cause global recession, Beijing official warns, as US investment growth in China sinks",0
1368,"Close any Sberbank (Largest state owned financial institution in Russia, Central and Eastern Europe) correspondent or payable-through accounts and reject any future transactions involving Sberbank or its foreign financial institution subsidiaries within 30 days. (Interfax)",1
1369,Second largest US mortgage lender accepting Bitcoin: 'We’re just giving options',1
1370,"Damodaran - Insights on VC Pricing: Lessons from Uber, WeWorks and Peloton",1
1371,Trump is running the U.S. economy like he ran his businesses,1
1372,Venture capital undermines human rights,0
1373,Huawei is trying to sell all its 5G patents to a Western buyer in a bid to placate Trump and dodge national security concerns,1
1374,Facebook Changes Company Name to Meta in Focus on Metaverse,1
1375,"Meet Rivian and Lucid, the auto hot startups targeting Tesla",1
1376,A Short Seller Bets It All on a Spectacular Market Crash,1
1377,"The break-even point for unemployment benefits in PA is $60,000",1
1378,FT: The impact of throwing Russia of SWIFT,1
1379,U.S. House passes two-day extension of government funding to avoid shutdown,1
1380,"Arnold Schwarzenegger, Salma Hayek star as retired Greek gods in BMW iX EV Super Bowl ad",1
1381,Farms don't have be outside anymore !!,1
1382,Norwegian Air asks for more time to pay off bonds,1
1383,"Could a Ski Hill, a Theme Park and 40 Water Slides Save the American Mall?",1
1384,"If We're Going to Break Up Big Tech, We Shouldn’t Forget Big Telecom",1
1385,US to block cotton from China region targeted in crackdown,1
1386,Buffet's Berkshire Takes Tax Hit as Victim of ‘Ponzi-Type’ Solar Scheme,1
1387,What are economists general Consensus on universal basic income?,1
1388,China Needs New Places to Sell Its Mountain of Stuff,1
1389,Would like to hear a sound economics perspective on capping interest rates.,1
1390,"Physics worth more to EU economy than retail and financial services, says study",1
1391,Linda McMahon to resign as Small Business Administration head,1
1392,Russia economist drinks to country's stock market collapse on live TV—''Rest in peace'',0
1393,Day Trading Has Replaced Sports Betting as America’s Pastime. It Can’t Support the Stock Market Forever.,1
1394,Physician and Nurse Incomes Have Increased Tremendously,2
1395,"Mortgage rates are now breaking to new lower territory, and they could stay there for months",0
1396,Will Your Rent Keep Skyrocketing? Not If This Billionaire Is Right,1
1397,Explainer: How ‘Common Prosperity’ is Changing China,1
1398,The Small Business Administration Just Burned Through $350 Billion,1
1399,Tax Myths of Warrenomics - Laurence Kotlifkoff,1
1400,The Untapped Potential of Open Financial Data,1
1401,Central banks on social media: The reception of ECB communication among experts and non-experts on Twitter,1
1402,"Desperate for Workers, Restaurants Turn to Robots",1
1403,How to Get Free Business Advertising Online - Local businesses and online businessess,1
1404,"NPR: Debt collectors can now text you, email you and DM you on social media",1
1405,"Over 1 Million Britons Do Not Have a Bank Account, Cash Usage Still Very Prevalent",1
1406,"Jack Nicklaus, Justin Thomas team up to launch ultra luxury Florida golf community",1
1407,“Capitalism’s over”: The man who made millions by betting the economy would never recover,1
1408,Walgreens cuts long-time health benefit for retired employees in 'unusual' move,0
1409,In gold we trust; Dutch National Bank prepares for economic doomsday,1
1410,America's Unusual Economic Recovery is Now Also its Longest,1
1411,"Extreme weather and pandemic help drive global food prices to 46-year high | Current high food prices, combined with the ongoing pandemic, will make the global food supply highly vulnerable to extreme weather shocks in 2022.",0
1412,"Venezuela Records One of the Most Prolonged Hyperinflations in History - Inflation in Venezuela hit 65.2% in August, according to a report released by the National Assembly a few days ago",1
1413,Where Have All the Houses Gone?,1
1414,Elizabeth Holmes trial: Everything you need to know about the Theranos founder,1
1415,The History Of The American Debt,1
1416,A Resurgent World Economy Is Seen Leaving Many Behind | OECD raises 2021 GDP forecasts but warns recovery is uneven,0
1417,"Why is real estate so cheap in the United States relative to other first-world nations? I once thought about immigrating away from America, but after researching housing prices and wages in places like: Most of Europe, Australia, New Zealand, and even Canada....... I quickly realized I never would.",1
1418,White House Spurns Intel Plan to Boost Chip Production in China,1
1419,"Factory activity shrinks across Asia, global recession fears mount",0
1420,TIL I learned what happened to the funds backing Tether.,1
1421,Hillary Clinton: Crypto can ‘destabilize nations’ and ‘undermine’ U.S. dollar dominance,0
1422,China’s Attempt to Avoid the American Tech Monopoly Trap - American Affairs Journal,1
1423,Its Been A Decade For The Anonymity Of The Man Behind Successful Bitcoin,1
1424,The Federal Reserve has another option besides rate cuts to battle a slowdown,1
1425,China is on a Big Gold-Buying Spree,1
1426,Proposed Tax on Billionaires Raises Question: What’s Income?,1
1427,Japan’s Economic Recovery,1
1428,Opinion | America Shouldn’t Compete Against China With One Arm Tied Behind Its Back,1
1429,Big multinational companies moving out of China,1
1430,Financial analyst Gary Shilling says the stock market could see a 1930s-like decline,0
1431,"Iceland Must End Fiscal Aid for Economy, Central Bank Chief Says",1
1432,Alibaba Unveils First Chip as China Pushes for Independence,1
1433,Foxconn is ready to move Apple's iPhone production outside of China,1
1434,Coca-Cola buys full control of Bodyarmor for $5.6 billion in its largest-ever brand acquisition,1
1435,Federal Reserve could start to limit stimulus as soon as this year,1
1436,The Erroneous Foundations of Law and Economics: Conservative legal theory is based on a shoddy definition of what constitutes “efficiency”,1
1437,Bank of England finds QE did not increase bank lending: who would have thought,1
1438,The World Better Get Used to Negative Rates: They’re the only way to bring down excessive debt levels that have grown too large to be managed.,0
1439,FX Daily: Hard to put the tightening genie back in the bottle (ING),1
1440,Lenta imposed restrictions on the sale of certain goods. Lenta is one of the largest retail chains in Russia.,1
1441,20% of elderly Americans are either employed or looking for work. Here's why.,1
1442,Trump reportedly considering limits on pension investments in Chinese stocks,1
1443,U.S. Consumer Confidence Rose to Three-Month-High in February,1
1444,Jeff Bezos net worth 2020: Is the Amazon CEO really on course to become the world's first trillionaire?,1
1445,Why Artificial Intelligence Isn’t Intelligent,1
1446,Plant burgers bring home the bacon for Maple Leaf Foods,1
1447,Amazon's one-day shipping plan sparks backlash from labor union,0
1448,"Study: Asia, incl China, to account for 63% of all global GDP growth in 2019",1
1449,Canada’s richest families own as much wealth as 3 provinces combined,1
1450,"In swipe at Trump, China tells U.N. tariffs could plunge world into recession",0
1451,Netflix and Video Games,1
1452,Block on GM rice ‘has cost millions of lives and led to child blindness’: Eco groups and global treaty blamed for delay in supply of vitamin-A enriched Golden Rice,0
1453,Juul Shake-up: C.E.O. Steps Down,1
1454,"Airbnb’s exponential growth worldwide is devouring an increasing share of hotel revenues and also driving down room prices and occupancy rates, suggests a new study, which also found that travelers felt Airbnb properties were more authentic than franchised hotels.",0
1455,"Steve Jobs’ biographer Walter Isaacson is writing a book about Elon Musk, says Elon Musk",1
1456,Wall Street wonders how bad the economy has to get for Congress to act,0
1457,Stock markets have been a one-way bet for many years thanks to the 'Fed put' – but those days are over,1
1458,Alphabet's Waymo to stop selling lidar self-driving car sensors,1
1459,"Top execs from Netflix, Disney, Salesforce and more call on Congress to provide $1 trillion in coronavirus relief to local governments",1
1460,"Indians left with less money to spend after demonetisation, per capita income growth at 5-year low: The growth rates of per capita GDP and of net disposable income have plummeted in the post-demonetisation years",0
1461,The Economics of Culture War Commentary,1
1462,How 2 Guys Allegedly Manipulated the GameStop Options Market,1
1463,Korea Imposes 20% Tax on Capital Gains From Crypto Transactions,1
1464,"The future of work: In a hybrid world, office downsizings are coming",1
1465,Evergrande bubble popped in time: no Lehman moment,1
1466,Billionaire Ray Dalio : There is a growing risk of violence. Capital owners enjoy record high profits while the share of corporate revenue going to labor is at a record low. The level of inequality now reached is excessive and dangerous,0
1467,Russian space chief says Russia will no longer sell rocket engines to the US,1
1468,"Buy a luxury building, then lower the rent: A housing fix for California's middle class? — some California government agencies are purchasing buildings and doing the opposite of most real estate buyers. They’re lowering the rent. The programs are geared toward middle-income workers.",1
1469,Elon Musk Fortune Jumps $15 Billion on Tesla’s S&amp;P Inclusion,1
1470,Boeing aims for 737 Max recertification flight by the end of June,1
1471,Greenhaven Road Capital Q4 2020 Letter,1
1472,Portfolio Concentration: How Much Is Optimal?,1
1473,Analysis: Biden's Buy American push is good politics but bad economics,1
1474,The Post-Coronavirus World May Be The End Of Globalization,1
1475,"Yes, your boss can fire you if you refuse to get a Covid vaccine. Companies are considering compulsory Covid vaccination requirements as a condition of employment.",1
1476,"Retail Titans Resistant Against Supply Chain Crisis, Small Businesses Are Not",1
1477,"Congress won’t pass a new stimulus package, and that could send the S&amp;P 500 under 2,700",1
1478,NBA's LA Clippers Get Reported $300M Sponsorship From Aspiration,1
1479,"The IMF Confirms That 'Trickle-Down' Economics Is, Indeed, a Joke",1
1480,The world's most powerful central banker gives the Bank of England cover to raise rates,1
1481,India-China trade on course to touch record $100 billion-mark an increase of 49.3 percent year-on-year.,2
1482,"'Tax the Rich' Mantra Is Rooted in Sociology, Not Economics",1
1483,Opinion | Innovation Moves to Middle America,1
1484,Mitt Romney says a billionaire tax will push the rich to buy paintings or ranches instead of stocks,1
1485,"The case for land value tax replace other taxes - 100% tax on unimproved value of land, not including buildings and improvements to the site, just ""location, location, location"" value. Pay rent to government to exclude fellow citizens from land!",1
1486,The macroeconomic effects of student debt cancellation,1
1487,JPMorgan cuts ties with OxyContin maker Purdue Pharma,1
1488,MicroStrategy's ($MSTR) Bitcoin Debt Bet,1
1489,US retail sales fall by record 8.7% in March as Americans pulled back on spending amid viral outbreak,0
1490,July’s strong jobs report could prepare the Federal Reserve to dial back its bond-buying program,2
1491,"Fed Takes a Second Look at Its Good-News Story on American Jobs [seeking ""full"" employment vs. steady and healthy labor share of GDP]",1
1492,Chicago monument companies feeling impact of global supply chain issues,1
1493,"Decoupling debunked - green growth is incompatible with environmental sustainability, researchers find",1
1494,Trump: 35 agents coming to Albuquerque for Operation Legend,1
1495,Investing in Champions as Quarter Finals Start,1
1496,How the food stamp increase boosts the economic recovery,2
1497,California Has the Jobs but Not Enough Homes,1
1498,We Can Shut Down the Crimes Exposed by the Pandora Papers — If We Want,1
1499,The trade-off between economic and health outcomes of the COVID-19 epidemic,1
1500,"Help Really Wanted: No Degree, Work Experience or Background Checks",1
1501,"Fed holds rates steady, citing lack of inflation pressure",2
1502,"The Poor are Great Economists: an average Rwandan kiosk owner stores all his business costs, calculations, &amp; revenue projections in his head... we needed a spreadsheet.",1
1503,Small Business Rescue Earned Banks $10 Billion In Fees,1
1504,Warehouse robots are playing a vital role in keeping supply chains from completely toppling,1
1505,USA economy is larger than 177 countries economies combined,1
1506,Trump's Trade wars has sparked another one: S.Korea vs Japan,1
1507,German exports beat expectations despite cooling global economy,2
1508,"The JCPenney’s is about to get a coffee lounge, a spa and Much more",1
1509,"President Trump Tweets about Bitcoin, Libra, and USD.",1
1510,White House Weighs Limits on U.S. Portfolio Flows Into China,1
1511,Fed Needs Better Answers on Runaway Markets and Inequality,1
1512,"Amazon to recruit 55,000 staff for expansion drive",2
1513,Warren Buffett says next Wells Fargo CEO 'shouldn't come from JP Morgan or Goldman Sachs',1
1514,"Facebook's dating feature launches in the US, sending Match shares down 4.5%",0
1515,Types of Accounting Errors and How to Correct Them?,1
1516,A Yelp study finds that 55% of business closures are closed for good,0
1517,Trade War Fears: Investors Are Worried The U.S. And China May Not Find Deal By Friday,1
1518,Is College Still Worth It? The New Calculus of Falling Returns,1
1519,Nissan plant in Spain may be sold to China's Great Wall Motor,1
1520,"Walmart will be the first retailer to test Twitter’s new livestream shopping platform. The livestream will allow Walmart customers to shop from Twitter as well as a number of other platforms, including Walmart.com/live, and the retailer’s Facebook, Instagram, TikTok and YouTube accounts.",1
1521,"Uber loses $1 billion in Q1 2019 as costs grow for drivers, food delivery",0
1522,Study: Urban sprawl creates food deserts,1
1523,Global Economy Braces for Impact of Russia’s War on Ukraine as Central banks are delaying or softening rate increases after relying on easy money to get through the Covid-19 pandemic,1
1524,DOJ announces agreement on $26 billion merger between TMobile and Sprint,1
1525,US wins big as China wipes out bitcoin industry,2
1526,This new age of economic warfare has huge implications,1
1527,"People didn't rush back to work when their unemployment benefits were cut early, a new study finds, despite what some GOP governors predicted",1
1528,"Paul Tudor Jones says inflation could be worse than feared, biggest threat to markets and society",0
1529,The shocking reason the U.S. wants to stop Facebook’s Libra,1
1530,Note to the Federal Reserve: Don’t Panic About Inflation,1
1531,US-listed Chinese firms must reveal government meddling risk: SEC | Business and Economy News,1
1532,China Signals Its Regulatory Crackdown Will Go On for Years,1
1533,Biden Chooses Jerome Powell to Lead Federal Reserve for Another Term,1
1534,The Feedback Loop of Housing and Income Inequality,1
1535,"Durbin, Warren, Nadler, Katko Introduce Bill Making Bankruptcy Relief Available For Student Loan Borrowers",1
1536,"Senators introduce bipartisan bill to rein in Apple, Google app stores",1
1537,S&amp;P 500 posts highest close since November 8 on trade optimism,1
1538,China-led Globalization Is Coming To An End,1
1539,How Do Insurance Companies Make Money and How Do They Work,1
1540,Opinion | The Federal Reserve’s Big Inflation Miss,1
1541,"Check if the yield curve is inverted, without the fluff",1
1542,"Job growth screeches to a near halt in May, with private payrolls up just 27,000",0
1543,Help Workers by Breaking Down Barriers to Labor Mobility,1
1544,JPMorgan Q2 Guide to Alternatives,1
1545,"Blackouts are costing the Lebanese economy about $3.9 billion per year, or roughly 8.2 percent of the country's GDP",0
1546,"advice for a economics major? i wanna change my major to econ, just curious, what jobs have you gotten from graduating with a bachelors in econ? is it hard to get a job with a degree in econ? is economics very math heavy? or is it more of a social science",1
1547,Metaverse might just solve climate change,1
1548,Necessity is the Mother of Invention – “Why are Japanese Companies So Cheap?”,1
1549,Why your credit card company wants to give you crypto,1
1550,German inland shipping falls 11.1 pct in 2018,0
1551,"A New Approach to Protecting Gig Workers | California law stops platform companies like Uber, Lyft, and DoorDash from misclassifying their more than 400,000 drivers as independent contractors, rather than employees.",1
1552,The Electric Vehicle Supply Chain Has a Dirty Secret,1
1553,"Paper: The U.S. expelled around 400,000 Mexicans in 1929-34. This led to reduced employment and wages for Americans (in particular, low-skilled workers) because the expulsions destroyed sectors reliant on low-skilled labor.",0
1554,Deaton &amp; Case: Lifespan now more associated with college degree than race,1
1555,The Rise of Intangibles,1
1556,"The Wheels Come Off: As Economic Growth Craters, NY Fed Suspends Its GDP Tracking Model",1
1557,Japan: each elderly couple needs 20 million yen ($184') in savings to make up for public pension shortfall,1
1558,"Inflation rises 5.3 percent in August over last year, easing slightly",2
1559,Be grateful the Fed is not the ECB,1
1560,Companies House rejects 800 potentially offensive names,1
1561,The coronavirus pandemic exposes America’s devastating inequalities,0
